Metastudie;Doi;Titel;Publikationsjahr;Anzahl Studien;Studienname;Publikationsjahr;Geschlecht;Index_Geschlecht;Alter.Text;Alter;Alter.gewichte;Alterrange;;;;Gesamt 159;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;O'Kane;1994;Sex: 68%F;both;"Country: United Kingdom
Setting: Diabetic clinic
Number: 19
Age: 57
Sex: 68%F
Medications: 37% diet only; 63% on oral agents; no insulinBL wt: I 97.5, C 97.8BL BMI: I 36.8, C 35.8BL GHb: I 9.7, C 9.2";57;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Peirce ;1999;Sex: NR;not reported;"Country: USA
Setting: NR
Number: 35
Age: 18?60y
Sex: NR
Medications: Diet onlyBL wt: NRBL BMI: 28?40BL GHb: NR";;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Redmon ;2003;Sex: 46%F;both;"Country: USA
Setting: Academic medical center
Number: 61
Age: 54
Sex: 46%F
Medications: No insulinBL wt: I 109.1, C 112.4 BL BMI: I 37.8, C 38.6 BL GHb: I 8.1, C 8.2";54;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Rissanen ;1999a;Sex: NR;not reported;"Country: Finland
Setting: NR
Number: 236
Age: 18?60y
Sex: NR
Medications: Diet onlyBL wt: NRBL BMI: >28BL GHb: NR";;;18-60;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Sanders ;1976;Sex: 80%F;both;"Country: Australia
Setting: NR
Number: 18
Age: 40?65
Sex: 80%F
Medications: 11% diet, 61% oral agents, 28% insulinBL wt: NRBL BMI: NRBL GHb: NR";;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Segal ;2000;Sex: NR;not reported;"Country: USA
Setting: NR
Number: 245
Age: NR
Sex: NR
Medications: Oral sulfonureasBL wt: NRBL BMI: NRBL GHb: NR";not reported;;18-60;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Serrano?Rios;2001;Sex: NR;not reported;"Country: Spain
Setting: Multicenter; no other details
Number: 237
Age: NR
Sex: NR
Medications: Sulfonureas and/or metforminBL wt: NRBL BMI: >27BL GHb: NR";not reported;;40-65;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Serrano?Rios;2002;Sex: 58%F;both;"Country: Europe
Setting: Multicenter
Number: 134
Age: 53.6
Sex: 58%F
Medications: Sulfonylurea BL wt: I 92.0, C 94.2 BL BMI: NR BL GHb: I 9.0, C 9.5";53,6;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Silverstone ;1966;Sex: 80%F;both;"Country: England
Number: 50
Age: 56
Sex: 80%F
Medications: 56% diet only; no insulinBL wt: I 84.4, C 89.4BL BMI: NRBL GHb: NR";56;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Sircar ;2001;Sex: 89%;both;"Country: India
Setting: Unclear
Number: 27
Age: 44.7
Sex: 89%
Medications: NRBL wt: 75.4BL BMI: 32.1BL GHb: 9.6";44,7;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Slama ;1978;Sex: 38%F;both;"Country: France
Setting: NR
Number: 46
Age: 48y
Sex: 38%F
Medications: Diet onlyBL wt: I 84.9, C 81.0BL BMI: NRBL GHb: NR";48;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Stoa?Birketvedt;1998;Sex: 33%F;both;"Country: Norway
Setting: Hospital clinic
Number: 62
Age: 48Y
Sex: 33%F
Medications: 49% on oral agentsBL wt: I 103.9, C 102.0BL BMI: I 33.8, C 34.0BL GHb: NR";48;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Tankova ;2003;Sex: 53.7 % female ;both;"Country: Bulgaria
Setting: Clinical Center of Endocrinology and Gerontology, Medical University?Sofia
Number: 95
Age: 45.8
Sex: 53.7 % female 
Medications: 70% oral agents, 30% dietBL wt: I 95.3, C 91.7 BL BMI: I 33.9, C 34.2 BL GHb: I 7.4, C 7.3";45,8;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Tong ;2002;Sex: 61%F;both;"Country: China
Setting: NR
Number: 27
Age: 36
Sex: 61%F
Medications: NRBL wt: 93.2BL BMI: 34.2BL GHb: 8.5";36;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Vargas ;1994;Sex: NR;not reported;"Country: USA
Setting: NR
Number: 18
Age: NR
Sex: NR
Medications: BRBL wt: NRBL BMI: NRBL GHb: NR";not reported;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Versari ;2000;Sex: 80%F;both;"Country: NR
Setting: NR
Number: 21
Age: 55y
Sex: 80%F
Medications: 48% on oral agentsBL wt: NRBL BMI: 36.3BL GHb: NR";55;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Wang ;2003;Sex: 47.6;both;"Country: China
Setting: Clinic
Number: 63
Age: 41
Sex: 47.6
Medications: 100% oral agentsBL wt: I 85.0, C 83.0BL BMI: I 30.0, C 31.0 BL GHb: I 8.3, C 8.2";41;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Williams ;1968;Sex: 89%F;both;"Country: England
Setting: Unclear
Number: 63
Age: 58
Sex: 89%F
Medications: NoneBL wt: NRBL BMI: NRBL GHb: NR";58;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Wise ;1989;Sex: 73%F;both;"Country: UK
Setting: NR
Number: 190
Age: 51y
Sex: 73%F
Medications: NRBL wt: 96BL BMI: 35BL GHb: 9.6";51;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Zaletel ;2002;Sex: 58;both;"Country: Slovenia
Setting: Unclear
Number: 31
Age: 54
Sex: 58
Medications: NRBL wt: NRBL BMI: 38.1BL GHb: NR";54;;;;;;;;;;;;
46;https://doi.org/10.1002/14651858.CD004096.pub2;Pharmacotherapy for weight loss in adults with type 2 diabetes mellitus;2005;65;Zelissen ;1992;Sex: 60%F;both;"Country: The Netherlands
Setting: Single, hospital clinic
Number: 20
Age: 50
Sex: 60%F
Medications: None or oral agentBL wt: I 97, C 106 BL BMI: >=29BL GHb: I 9.6, C 9.1";50;;;;;;;;;;;;
73;https://doi.org/10.1002/14651858.CD008277.pub2;Blood pressure targets for hypertension in people with diabetes mellitus;2013;5;ABCD?2V;2006;;not reported;"129 type?2 diabetic participants, 40 to 81 years of age, with a systolic BP
 < 140 mmHg, a diastolic BP between 80 and 90 mmHg, and without evidence of overt albuminuria (< 200æg/min).";;;40-80;;;;;;;;;;
73;https://doi.org/10.1002/14651858.CD008277.pub2;Blood pressure targets for hypertension in people with diabetes mellitus;2013;5;ABCD?H;1998;;not reported;"472 participants, between the ages of 40 and 74 years, with type 2 diabetes mellitus
 and a diastolic blood pressure equal to or higher than 90 mm Hg were included.";;;40-74;;;;;;;;;;
73;https://doi.org/10.1002/14651858.CD008277.pub2;Blood pressure targets for hypertension in people with diabetes mellitus;2013;5;ABCD?N;2002;;not reported;"480 participants, aged 40 ? 74 years, with type 2 diabetes mellitus were included.
All of them had a baseline diastolic blood pressure between 80 and 89 mmHg and were not receiving antihypertensive medications at the randomization visit.";;;40-74;;;;;;;;;;
73;https://doi.org/10.1002/14651858.CD008277.pub2;Blood pressure targets for hypertension in people with diabetes mellitus;2013;5;ACCORD BP;2010;;not reported;"4733 participants were included in the ACCORD BP trial.ÿParticipants were eligible
if they had type 2 diabetes mellitus and a glycated hemoglobin level of 7.5% or more, and were 40 years of age or older with cardiovascular disease or 55 years of age or older with anatomical evidence of a substantial amount of atherosclerosis, albuminuria, left ventricular hypertrophy, or at least 2 additional risk factors for cardiovascular disease (dyslipidemia, hypertension, smoking, or obesity).ÿParticipants with a systolic blood pressure between 130 and 180 mmHg who were taking 3 or fewer antihypertensive medications and who had the equivalent of a 24?hour protein excretion rate of less than 1.0 g were also eligible for the blood pressure trial.";;;>40;;;;;;;;;;
73;https://doi.org/10.1002/14651858.CD008277.pub2;Blood pressure targets for hypertension in people with diabetes mellitus;2013;5;HOT ;1998;;not reported;"The entire study population was composed of 18,790 patients with elevated blood 
pressure, aged 50 ? 80 years. Of these, 1501 participants had diabetes at baseline and constitute the population included in this analysis.";;;50-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Berard ;2015;;not reported;"participant in the ACCORD trial from the Winnipeg ACCORD trial centre, receiving 
basal insulin therapy with a long?acting insulin analogue, ineligible for financial reimbursement for the drug (provincial or private) or unable to afford to pay for insulin glargine";not reported;;;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Bet“nico ;2019;;not reported;"type 2 diabetes mellitus; chronic kidney disease, stages 3 and 4 (glomerular 
filtration rate 15?59 mL/minute/1.73 mý) secondary to diabetic nephropathy, aged 40?80 years; use of basal bolus insulin ? 3 months before the study (NPH as basal insulin and regular insulin at meals)";;;40-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Eliaschewitz ;2006;men or women;both;"men or women; aged ? 75 years; BMI ? 35 kg/mý; type 2 diabetes mellitus and failed
 to achieve good metabolic control on OADs (HbA1c levels ? 7.5% and ? 10.5%; FBG ? 100 mg/dL; required to have been receiving OADs (any SUs, including glimepiride, or a combination of SUs with other OADs such as metformin or acarbose) for ? 6 months; previous doses of SUs were required to have been at least equivalent to glimepiride 3 mg; needed to be willing to follow a tight antidiabetic therapy; women of childbearing age needed to use an acceptable form of contraception";;;<75;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Fajardo Monta¤ana;2008;men or women;both;"men or women aged ? 18 years type 2 diabetes mellitus; overweight or obese ? 
BMI 25.0?40 kg/mý; HbA1c 7.5?11.0%; treated with 2 daily doses of insulin (? 1 of them a premix) for ? 3 months ñ metformin 1000?2550 mg daily";;;? 18;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Fritsche ;2003;;not reported;"type 2 diabetes mellitus, aged < 75 years; previous therapy
with SU as monotherapy or in combination with metformin or acarbose; BMI < 35 kg/mý; HbA1c 7.5?10.5%; FPG ? 6.7 mmol/L";;;<75;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Haak ;2005;exclusion criteria: pregnancy or breastfeeding;not reported;"type 2 diabetes mellitus ? 12 months, aged ? 35 years; insulin treatment for 
? 2 months (basal insulin dose ? 30% of the total daily insulin dose); HbA1c ? 12%";;;?35;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Hermanns ;2015;;not reported;"aged 18?80 years; type 2 diabetes mellitus; BMI > 22 kg/2ý to < 40 kg/mý; 
HbA1c 7.0?10.0%; FBG ? 6.7 mmol/L (120 mg/dL)";;;18-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Hermansen ;2006;insulin?naive people;not reported;"insulin?naive people; aged ? 18 years; BMI ? 35 kg/mý; HbA1c 7.5?10.0%; type 2 
diabetes mellitus for ? 12 months; inadequate control required ? 4 months treatment with 1 or 2 OADs at doses at least half the recommended maximum or highest tolerated";;;?18;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Home ;2015;;not reported;"insulin?naive; aged 30?70 years; type 2 diabetes mellitus diagnosed for > 1 year; 
HbA1c ? 7.0% and ? 10.5%; BMI < 40 kg/mý; treated with ? 1 OAD (metformin (daily dose ? 1000 mg), SU, glinides or alpha?glucosidase inhibitor) at stable dose for ? 3 months";;;30-70;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Hsia ;2011;;not reported;"insulin?naive other than previous use for gestational diabetes or for < 1 week during 
hospitalisation; aged 18?75 years; type 2 diabetes for ? 1 year; HbA1c: 7.5?12.0% despite ? 3 months of consistent therapy with maximally tolerated doses of combination of OADs (metformin, SUs, thiazolidinediones, or a combination); BMI 20?40 kg/mý";;;18-75;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Kawamori ;2003;exclusion criteria: pregnancy or breastfeeding;not reported;"type 2 diabetes mellitus, aged 20?70 years; previous therapy with OAD (SU 
monotherapy or in combination with ??glucosidase?inhibitors, metformin or ??glucosidase?inhibitors and metformin) for ? 12 weeks; BMI < 30 kg/mý; HbA1c > 8.0 to < 12.0%";;;20-70;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Kobayashi ;2007 A;;not reported;"people with diabetes (type 1 and type 2 diabetes); aged ? 20 years, HbA1c < 11%; 
BMI < 30.0 kg/mý, who had been receiving for ? 12 weeks basal?bolus therapy comprising the concomitant use of intermediate? or long?acting human insulin preparation once a day before bedtime, or twice a day, before breakfast and before bedtime, and insulin aspart 3 times a day immediately before every meal

[selction criteria: We included randomised controlled trials (RCTs) comparing the effects of treatment with (ultra?)long?acting insulin analogues to NPH in adults with type 2 diabetes mellitus.]";;;?20;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Kobayashi ;2007 B;;not reported;"people with insulin?naive type 2 diabetes; aged ? 20 years, HbA1c ? 7.5% 
but < 10.0%; BMI < 30.0 kg/mý, who had been receiving for ? 12 weeks oral diabetes drug therapy (SU agent, SU agent + biguanide agent, SU agent + ??glucosidase inhibitor (hereafter, ??glucosidase inhibitor) or SU agent + biguanide agent + ??glucosidase inhibitor)";;;?20;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Massi ;2003;;not reported;"diabetes duration ? 3 years; aged 40?80 years; oral therapy with SUs alone or in 
combination with acarbose, metformin, or metformin alone, or insulin once daily + OADs for ? 1 year; BMI < 40 kg/mý; HbA1c > 7.5% to < 12.0%; negative history of ketoacidosis";;;40-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;NCT00687453;;"female of childbearing potential without reliable form of 
contraception; current pregnancy or lactation";not reported;"type 2 diabetes mellitus for ? 1 year; HbA1c ? 7.5% and < 12% on stable and 
maximum?tolerated doses of a SU, metformin, thiazolidinedione + a single bedtime injection of NPH insulin; mean FPG < 130 mg/dL without fasting hypoglycaemia; except for current NPH insulin no other history of chronic insulin use (other than treatment of gestational diabetes or hospitalisation of < 1 week' duration); BMI 20?40 kg/mý; aged 18?75 years";;;18-75;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;NN304?1337 ;;people with type 2 diabetes;not reported;"people with type 2 diabetes ? 1 year; aged ? 35 years; treatment with metformin 
(> 1000 mg/day) alone or in combination with other OADs; HbA1c ? 8.0% to ? 10.0% if pretreated with ? 3 OADs or HbA1c ? 8.0% to ? 12.0% if pretreated with < 2 OADs; BMI ? 40 kg/mý";;;?35;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;NN304?1808 ;;;not reported;"type 2 diabetes; aged ? 70 years; insulin naive and treated with OADs at the 
maximum tolerated dose for ? 3 months and not achieving therapeutic targets (HbA1c 7.0?8.0%); 8.0% ? HbA1c ? 10.5% (local dosage within last 6 months); able to comply with the requirements of the trial";;;?70;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;NN304?3614 ;;people with type 2 diabetes;not reported;"people with type 2 diabetes; treated with 2 or 3 doses of insulin for ? 3 months prior 
to inclusion; aged ? 18 years; BMI ? 27.5 kg/mý and ? 40 kg/mý; HbA1c ? 7% to ? 11.0% centrally measured";;;?18;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Pan ;2007;"insulin?naive people from Asia
exclusion criteria: pregnancy";not reported;"insulin?naive people from Asia aged ? 40 and ? 80 years with type 2 diabetes poorly 
controlled on OHA therapy (SU alone or in combination with metformin or acarbose) for ? 3 months prior to study entry (previous doses of SUs were equal to or greater than equivalent doses of glimepiride 3 mg) + a random venous plasma glucose concentration ? 11.1 mmol/L or FPG concentration ? 7 mmol/mol or 2?hour plasma glucose concentration ? 11.1 mmol/L in an oral glucose tolerance test (glucose 75 g); BMI 20?35 kg/mý; HbA1c: ? 7.5% and ? 10.5%; FBG levels > 120 mg/dL (> 6.7 mmol/L)";;;40-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Riddle ;2003;people with type 2 diabetes;not reported;"people with type 2 diabetes for ? 2 years; aged 30?70 years; stable dose of 1 or 2 
oral antihyperglycaemic agents (SUs, metformin, glitazone) for ? 3 months; BMI 26?40 kg/mý; HbA1c ? 7.5% to ? 10.0%; FPG ? 7.8 mmol/L";;;30-70;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Rosenstock ;2001;people with type 2 diabetes;not reported;"people with type 2 diabetes; aged 40?80 years; insulin treatment for ? 3 months; 
BMI < 40 kg/mý; HbA1c ? 7.0% to ? 12.0%";;;40-80;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Rosenstock ;2009;;not reported;"aged 30?70 years; diagnosis of type 2 diabetes mellitus for ? 1 year; treated with
OHAs or insulin alone or a combination of OADs and insulin for ? 1 year prior to screening, with a stable dose(s) for ? 3 months prior to screening; HbA1c 6.0?12.0% at screening; baseline retinopathy severity not to exceed 53/<53 on the ETDRS scale; unlikely to require laser surgery or vitrectomy within upcoming year";;;30-70;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Yki?J„rvinen;2006;men or women;both;"men or women; aged 35?75 years; type 2 diabetes mellitus; had been treated with 
a stable dose of SU (any dose) and metformin (? 1.5 g) or with metformin alone for ? 3 months; BMI 20?40 kg/mý; HbA1c ? 8.0%; mean FPG ? 7 mmol/L (daily home glucose monitoring); fasting C?peptide ? 0.33 nmol/L (reference range 0.33?0.69 nmol/L)";;;35-75;;;;;;;;;;
26;https://doi.org/10.1002/14651858.CD005613.pub4;(Ultra?)long?acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus;2020;24;Yokoyama ;2006;;not reported;"type 2 diabetes mellitus; 2 years' duration of diabetes mellitus; aged ? 35 years; 
negative GAD test; without any episodes of ketoacidosis; BMI ? 40 kg/mý; HbA1c ? 10%; people had once had poor glycaemic control (HbA1c ? 8%) despite optimal dose of SUs in addition to diet and exercise; for > 1 year on basal/prandial insulin therapy using aspart/lispro at each meal and NPH at bedtime with or without any antidiabetic oral agents";;;?35;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Abbatecola ;2006;"Sex: glibenclamide (glyburide) group = 41 female/38 male
repaglinide group = 39 female/38 male.";both;"156 older people with Type 2 diabetes (age range 60 to 78 years) volunteered for the 
study. Participants were selected from a group of approximately 250 individuals with diagnosed Type 2 diabetes from university outpatient offices. Physicians were asked to refer older persons with Type 2 diabetes who had not previously undergone any antidiabetic drug treatment to their offices where further selection was performed.

Total number randomised: 156. 
Age: glibenclamide (glyburide) group = 74.3 (SD 2.3) years; repaglinide group = 74.5 (SD 2.5) years";74,4;74,4;60-78;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;ADVANCE ;2008;"Sex (female): intervention group = 42.6%
standard group = 42.3%.";both;"diagnosis of Type 2 diabetes mellitus at 30 years of age or older, an age of at least 
55 years at the time of study entry, and a history of major macrovascular or microvascular disease or at least one other risk factor for vascular disease.

Age: intervention group = 66 (SD 6); standard group = 66 (SD 6). ";66;66;55;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Araki ;2012;"Sex (female): intervention group = 53.7%
control group = 53.7%.";both;"inclusion criteria included age 65 to 85 years, HbA1c ? 7.9% or HbA1c ? 7.4% with 
at least one of following criteria: BMI ? 25 kg/m2, blood pressure ? 130/85 mmHg, serum total cholesterol ? 200 mg/dL (or low?density lipoprotein cholesterol (LDL?C) ? 120 mg/dL in participants without coronary heart disease (CHD)) or ? 180 mg/dL (or LDL?C ? 100 mg/dL in participants with CHD), triglycerides ? 150 mg/dL and HDL?C < 40 mg/dL.

Total number randomised: 585 participants to the intervention group and 588 in the control group
Age: intervention group = 71.9 (SD 4.6); control group = 71.7 (SD 7.7). ";71,8;71,8;65-85;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Guo ;2014;"Sex (male/female): intervention group = 17/12
control group = 19/10.";;"participants with depression diagnosed according to the Diagnostic and Statistical 
Manual of Mental Disorders?Fourth Edition (DSM?IV) and a Type 2 diabetes newly diagnosed by laboratory.

intervention group = 17/12; control group = 19/10
Age: intervention group = 54.7 (SD 7.3); control group = 53.3 (SD 7.3)";54;54;;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Launer ;2011;"Sex (female): intervention group = 48%
control group = 49%.";both;"participants targeted by ACCORD MIND, which was done in 77 clinics in North 
America, were aged 45 to 79 years and had Type 2 diabetes, high HbA1c concentrations (> 7.5%, > 58 mmol/mol), and a high risk for cardiovascular disease events suggested by significant atherosclerosis, albuminuria, left ventricular hypertrophy, or at least two additional risk factors for cardiovascular disease.

1469 participants to the intervention group and 1508 in the control group (2794 analysed). 
Age: intervention group = 62.3 (SD 5.7); control group = 62.7 (SD 5.9). ";62,5;62,5;45-79;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Ryan ;2006;"Sex (female): rosiglitazone plus metformin group = 43%
glibenclamide (glyburide) plus metformin group = 36% female";both;"145 adults with Type 2 diabetes were recruited from 18 centres in the US. Adults 
were eligible if they were receiving oral metformin combination therapy and had HbA1c (A1C) ? 8%, BMI ? 27 kg/m2, no evidence of dementia (score ? 27 on the Mini?Mental State Examination), and no evidence of current depression as determined by the Mini International Neuropsychiatric Interview (MINI).

Age: rosiglitazone plus metformin group = 60.7 (SD 1.0 years); glibenclamide (glyburide) plus metformin group = 59.6 (SD 0.8 years)";60,15;;;;;;;;;;;;
15;https://doi.org/10.1002/14651858.CD003804.pub2;Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia;2017;7;Zimering ;2016;"Sex (female): intensive group = 53.7%
standard group = 53.7%.";both;"The participants were recruited from 20 participating Veteran Affairs Medical Centers 
in the USA. Inclusion criteria included > 41 years old, who are non?responsive to a maximum dose of at least one oral agent and/or daily insulin injections. Non?responsiveness is defined as having centrally measured HbA1c level > 4 standard deviations above the normal mean, that is, > 7.5%, or else local HbA1c > 8.3%.

Total number randomised: 892 participants to the intensive group and 899 in the standard group
Age: intensive group = 60.5 (SD 9.0); standard group = 60.3 (SD 9.0). ";60,4;60,4;>41;;;;;;;;;;
25;https://doi.org/10.1002/14651858.CD004095.pub2;Long?term non?pharmacological weight loss interventions for adults with type 2 diabetes mellitus;2005;27;Hanefeld ;1991;Sex: 43%F;both;"Follow?up: 260w No. study arms: one Setting: Germany, diabetes clinic Number: 1139 Comparison: Usual care 

Age: 47y Sex: 43%F Duration DM: NR Treatment: Diet only BL wt, BMI: NR, 28.9 
BL GHb: NR";47;;;;;;;;;;;;
